,Linear Coeff Mean,Quad Coeff Mean,Linear Coeff Std Dev,Quad Coeff Std Dev
1975.0,170.51200618088927,0.0,27.772871311864428,0.0
1976.0,87.08052786252755,4.934227765687357,50.77848949199833,2.9644996241302364
1977.0,44.7639248171847,7.506848114633302,37.74795897117865,2.3487379363707914
1978.0,25.26907447761031,8.838557188190185,25.517129316892557,1.5562806198707664
1979.0,14.482300464889489,9.511816071885784,15.898145480158432,0.9852237069179844
1980.0,4.324114960379291,10.186359968121378,3.3054141229428473,0.22340100236219265
1981.0,0.07754548184853274,16.257066203377267,3.1882699000700296,3.513378110493478
1982.0,-1.977343924133138,19.274102698890804,2.2967572356498613,2.7429331408541717
1983.0,-3.1588314576123153,20.861074132576846,1.3796386918814987,1.8011915982981497
1984.0,-3.6995913530951072,21.58701366850582,0.8690018453371929,1.1642271646172238
1985.0,-3.9604897151064886,21.95072383026353,0.494861031786104,0.7792021102371255
1986.0,-4.0934975593441685,22.1641240342012,0.29471902456069127,0.476569231603519
1987.0,-4.161249714430935,22.2559745666853,0.16251287970885314,0.31873506498265
1988.0,-4.1936991937395725,22.299168586012996,0.08266224625328615,0.2534998401736166
1989.0,-4.208170682829217,22.325512320301552,0.051670384193797395,0.18377716995802218
1990.0,-4.22302275967459,22.35756747194045,0.008973283129781774,0.0011379009961160523
1991.0,71.40797812962246,20.119442495373754,44.57007729381372,1.3388926029223551
1992.0,111.24050414261548,18.97014422497183,34.17583325599149,1.012075093905313
1993.0,130.87499543407006,18.384376788055583,22.944522622262255,0.6821135111426686
1994.0,140.72347740589063,18.087509694342675,14.360851426284242,0.429640088302932
1995.0,145.62758544175898,17.928068312068827,8.91839964238033,0.2529251836732372
1996.0,148.1753190638526,17.85955730526141,4.665106032603339,0.17508927601044355
1997.0,149.27721694611938,17.82081982310329,2.971700571472217,0.11082916504100154
1998.0,149.88620116604443,17.800604454361732,1.7206903229306876,0.08855764086449508
1999.0,150.43390824538085,17.784650930173612,0.4232671946035908,0.08012882939413349
2000.0,76.75991551001822,15.187890569667028,43.976403926932065,1.4989204038698363
2001.0,39.62732840814026,13.843766014696534,34.042622381012386,1.1067123160669001
2002.0,20.789774393169566,13.212397279140333,22.107920589236137,0.6977579378886587
2003.0,11.909322964848846,12.913159108496579,15.073096131277545,0.4331605383605979
2004.0,6.695914916905339,12.760827741392967,8.32888473591833,0.2602886920468846
2005.0,4.261827368289705,12.68225293046686,5.061808268259719,0.16105010784164167
2006.0,3.01855091458708,12.647588532210833,2.926241621863463,0.10928080691595442
2007.0,2.3847731455615038,12.627945090366264,1.90656645884086,0.057595577144570934
2008.0,2.0741352207094104,12.617989747083493,1.1174185543091222,0.02929008750909887
2009.0,1.7559830223757045,12.6091639094601,0.1702063530839325,0.010842960772415318
2010.0,-10.462356203539454,9.987832007207286,7.054036756405537,1.48924785290835
2011.0,-16.39957184031221,8.67452624312422,5.50675630884671,1.1396169751318905
2012.0,-19.60366220622642,8.060405746567438,3.525666291467391,0.7577616862217958
2013.0,-21.100064890996755,7.738375862498376,2.2183184425734987,0.483041682851304
2014.0,-21.873423937433184,7.566386739202291,1.4035614695847929,0.2706501791083017
2015.0,-22.25041974968409,7.4839411177593735,0.9726108027377695,0.15697090041696227
2016.0,-22.468226113174016,7.443297152479501,0.624936511352529,0.08607673244086707
2017.0,-22.694027200271243,7.407042346403612,0.3301062674963519,0.011447799878583045
2018.0,-23.327097775254924,7.237425118940107,0.4495976024275519,0.0993524164021563
2019.0,-23.62967646216425,7.1569934511733795,0.3735324165413644,0.07671532166324833
2020.0,-23.928553373800007,7.0721630471204096,0.2990522878081831,0.011031035362191502
2021.0,-23.861046079141893,6.86216959186116,0.23450442774365624,0.12609709249105683
2022.0,-23.822923536322143,6.747958707798352,0.2391578965998277,0.09491543347183967
2023.0,-23.802495743548484,6.692365349711222,0.25183911446658036,0.06524874450249274
2024.0,-23.79051350377588,6.666455191190318,0.2609424757757674,0.04376580294118992
2025.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2026.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2027.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2028.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2029.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2030.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2031.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2032.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2033.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2034.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2035.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2036.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2037.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2038.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2039.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2040.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2041.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2042.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2043.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
2044.0,-23.7801156752374,6.639412017125455,0.2717770736756112,0.010625593549871627
