,Linear Coeff Mean,Quad Coeff Mean,Linear Coeff Std Error,Quad Coeff Std Error,Linear Coeff Std Dev,Quad Coeff Std Dev
2022.0,-61.24314906865503,15.300951419206848,0.022853016909651244,0.007381359853800473,0.7223144201045225,0.23330235493454848
2023.0,-60.931285603424854,15.167316173236198,0.018526881511622288,0.004860115509005374,0.5855784261797441,0.15361348260525082
2024.0,-60.767615784944866,15.099322718946734,0.01621117954991486,0.002885220431027975,0.5123861239896901,0.09119305038590184
2025.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2026.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2027.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2028.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2029.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2030.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2031.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2032.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2033.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2034.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2035.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2036.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2037.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2038.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2039.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2040.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2041.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2042.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2043.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2044.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2045.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2046.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2047.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2048.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2049.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
2050.0,-60.607453993438675,15.037834975075162,0.015078453865871597,0.0008687041037093514,0.4765841071775609,0.02745709695109201
